veh_value,exposure,clm,numclaims,claimcst0,veh_body,veh_age,gender,area,agecat
2.25,0.273785079,1,1,2767.279999,SEDAN,3,M,C,6
3.43,0.774811773,0,0,0,STNWG,3,M,E,3
1.31,0.273785079,0,0,0,HDTOP,4,M,F,5
1.4,0.273785079,0,0,0,HBACK,1,F,A,6
1.96,0.109514032,0,0,0,HBACK,1,F,B,3
1.17,0.52019165,0,0,0,HBACK,2,M,C,2
1.56,0.021902806,0,0,0,STNWG,4,M,D,3
3.02,0.941820671,0,0,0,STNWG,3,M,B,4
0.74,0.109514032,0,0,0,HBACK,3,M,A,2
3.02,0.673511294,1,1,353.77,STNWG,3,M,A,2
4.08,0.271047228,0,0,0,STNWG,2,F,E,2
1.39,0.865160849,1,1,2224.579998,TRUCK,4,M,C,2
0.37,0.317590691,0,0,0,SEDAN,4,F,A,2
1.6,0.109514032,0,0,0,TRUCK,1,M,C,5
2,0.692676249,0,0,0,HBACK,1,F,A,5
1.17,0.325804244,0,0,0,SEDAN,3,F,C,5
1.81,0.941820671,1,1,334.2100029,SEDAN,2,F,B,3
1.5,0.985626283,0,0,0,STNWG,4,M,C,5
0.93,0.941820671,1,1,966.449997,HBACK,3,F,B,3
3.12,0.071184121,0,0,0,STNWG,2,F,C,3
3.16,0.325804244,0,0,0,STNWG,1,M,C,4
0.73,0.6954141,0,0,0,SEDAN,4,M,C,5
2.68,0.6954141,0,0,0,STNWG,3,M,F,4
0.95,0.700889802,0,0,0,SEDAN,4,M,A,6
3.96,0.700889802,0,0,0,STNWG,2,M,A,6
0.68,0.298425736,0,0,0,STNWG,4,F,F,3
1.26,0.6954141,0,0,0,SEDAN,3,M,C,4
2.93,0.271047228,0,0,0,STNWG,1,F,A,2
2.4,0.698151951,0,0,0,STNWG,2,F,A,4
2.38,0.6954141,1,1,445.4499998,STNWG,3,M,A,4
1.16,0.399726215,0,0,0,TRUCK,4,F,A,3
1.559,0.684462697,0,0,0,HBACK,1,F,A,1
2.78,0.684462697,0,0,0,STNWG,2,M,A,2
2.55,0.700889802,0,0,0,SEDAN,1,M,E,4
1.84,0.698151951,0,0,0,HBACK,2,F,D,6
2.03,0.689938398,0,0,0,UTE,4,M,E,3
1.65,0.700889802,0,0,0,HBACK,3,F,A,3
0.98,0.700889802,1,1,200,SEDAN,3,M,B,3
0.54,0.016427105,0,0,0,STNWG,4,M,A,3
0.54,0.698151951,0,0,0,HBACK,4,F,A,6
1.3,0.689938398,0,0,0,HBACK,1,M,A,3
1.11,0.06844627,0,0,0,SEDAN,3,M,B,3
2.91,0.930869268,0,0,0,UTE,2,M,E,5
4.87,0.271047228,0,0,0,TRUCK,1,M,C,4
0.68,0.613278576,0,0,0,HBACK,4,F,C,1
1,0.585900068,1,1,5594.62999,SEDAN,4,M,C,5
2.88,0.837782341,1,1,1163.519999,HDTOP,2,F,B,2
1.09,0.982888433,0,0,0,SEDAN,3,M,C,4
2.16,0.985626283,0,0,0,STNWG,3,M,A,3
0.69,0.988364134,0,0,0,HBACK,4,F,A,5
2.74,0.021902806,0,0,0,STNWG,3,M,E,4
1.27,0.982888433,0,0,0,HBACK,3,F,A,4
2.45,0.016427105,0,0,0,STNWG,3,M,C,3
0.65,0.016427105,0,0,0,SEDAN,4,F,C,4
1.4,0.06844627,0,0,0,HBACK,2,M,A,5
1.43,0.260095825,0,0,0,SEDAN,3,F,C,4
2.93,0.432580424,1,1,200,STNWG,1,M,C,6
1.6,0.016427105,0,0,0,SEDAN,3,M,C,4
1.05,0.982888433,0,0,0,STNWG,4,M,F,3
2.09,0.982888433,0,0,0,STNWG,3,F,E,4
0.86,0.985626283,0,0,0,SEDAN,3,M,A,6
0.89,0.985626283,0,0,0,HBACK,3,F,C,4
1.47,0.769336071,0,0,0,SEDAN,3,M,B,5
2.26,0.689938398,0,0,0,HBACK,1,M,E,4
0.99,0.996577687,0,0,0,HBACK,3,F,D,2
2.79,0.610540726,0,0,0,SEDAN,1,M,C,3
2.48,0.991101985,0,0,0,STNWG,2,F,A,2
1.55,0.769336071,0,0,0,HDTOP,4,M,A,2
2.52,0.002737851,0,0,0,TRUCK,3,M,F,5
1.07,0.06844627,0,0,0,SEDAN,3,M,B,3
2.47,0.465434634,0,0,0,STNWG,3,M,E,3
0.98,0.153319644,0,0,0,HBACK,2,F,A,5
1.36,0.999315537,0,0,0,HBACK,2,F,C,4
1.98,0.386036961,0,0,0,HBACK,2,M,C,1
0.94,0.306639288,1,1,4973.019989,STNWG,4,M,D,5
2.58,0.692676249,0,0,0,STNWG,3,M,E,6
1.15,0.692676249,0,0,0,SEDAN,3,M,C,6
2.41,0.306639288,0,0,0,STNWG,3,M,E,5
2.12,0.692676249,0,0,0,TRUCK,4,M,C,3
2.99,0.334017796,0,0,0,STNWG,2,F,A,4
0.31,0.314852841,0,0,0,SEDAN,4,F,C,4
1.23,0.065708419,0,0,0,SEDAN,3,M,A,3
3.84,0.065708419,0,0,0,STNWG,2,F,D,5
1.52,0.511978097,0,0,0,STNWG,4,M,A,3
1.18,0.31211499,0,0,0,STNWG,4,F,C,2
0.67,0.761122519,0,0,0,SEDAN,4,M,B,4
1.87,0.761122519,0,0,0,SEDAN,4,F,A,1
1.54,0.320328542,0,0,0,SEDAN,2,F,B,3
2.32,0.019164956,0,0,0,TRUCK,3,M,D,2
3.1,0.980150582,0,0,0,STNWG,3,M,D,1
2.75,0.878850103,0,0,0,SEDAN,1,M,A,6
0.86,0.019164956,0,0,0,HBACK,4,F,C,4
2.24,0.736481862,1,2,9877.789993,UTE,3,M,E,3
0.52,0.769336071,0,0,0,SEDAN,4,F,B,3
2.69,0.41615332,0,0,0,HDTOP,2,M,A,4
0.83,0.301163587,1,1,27422.68994,STNWG,4,M,C,4
0.53,0.388774812,0,0,0,HBACK,4,F,A,1
1.92,0.388774812,0,0,0,HBACK,2,F,C,2
1.16,0.930869268,0,0,0,SEDAN,3,M,A,5
3.43,0.930869268,0,0,0,STNWG,3,F,C,4
1.93,0.31211499,0,0,0,SEDAN,3,M,A,5
0.53,0.219028063,0,0,0,HBACK,4,F,B,6
1.47,0.065708419,0,0,0,HBACK,2,M,D,5
1.69,0.213552361,0,0,0,SEDAN,2,M,C,6
2.7,0.977412731,0,0,0,UTE,3,M,F,3
0.77,0.219028063,0,0,0,SEDAN,3,F,A,5
1.6835,0.440793977,0,0,0,HBACK,1,F,C,6
1.44,0.977412731,0,0,0,SEDAN,3,F,C,3
1.59,0.31211499,0,0,0,SEDAN,1,F,C,6
0.86,0.977412731,1,1,1810.789997,HBACK,4,M,A,6
0.94,0.216290212,0,0,0,SEDAN,3,F,B,4
0.93,0.213552361,0,0,0,UTE,4,M,B,1
3.05,0.999315537,0,0,0,STNWG,3,M,B,5
2.49,0.219028063,0,0,0,STNWG,3,M,A,4
2.06,0.79945243,0,0,0,STNWG,3,F,A,4
0.71,0.213552361,0,0,0,SEDAN,4,M,B,5
0.73,0.977412731,0,0,0,HBACK,3,F,F,4
2.33,0.219028063,0,0,0,STNWG,3,F,C,4
0.8,0.31211499,0,0,0,UTE,4,M,F,2
1.48,0.780287474,0,0,0,STNWG,3,F,B,3
1.28,0.785763176,1,1,507.0599995,HBACK,3,F,C,3
1.37,0.993839836,0,0,0,SEDAN,3,M,C,4
0.83,0.216290212,0,0,0,TRUCK,4,M,D,4
2.41,0.016427105,0,0,0,STNWG,3,M,B,3
5.47,0.016427105,0,0,0,SEDAN,2,M,C,5
4.299,0.388774812,0,0,0,UTE,1,M,C,4
0.78,0.993839836,0,0,0,HBACK,3,F,B,3
1.49,0.577686516,0,0,0,STNWG,4,M,C,3
1.47,0.016427105,0,0,0,UTE,4,M,F,3
0.47,0.320328542,0,0,0,HBACK,4,F,C,3
4.53,0.019164956,0,0,0,STNWG,2,F,D,2
1.399,0.930869268,0,0,0,HBACK,1,F,B,1
1.89,0.569472964,0,0,0,STNWG,4,M,F,4
1.01,0.476386037,1,1,263.1299992,SEDAN,3,F,C,1
1.34,0.930869268,0,0,0,UTE,4,M,E,4
4.1,0.755646817,0,0,0,SEDAN,3,M,C,4
2.55,0.309377139,0,0,0,STNWG,3,M,A,1
1.5,0.210814511,0,0,0,SEDAN,3,M,C,5
0.8,0.186173854,0,0,0,HBACK,3,F,A,6
0.71,0.210814511,0,0,0,SEDAN,4,M,C,5
1.71,0.052019165,0,0,0,SEDAN,2,F,B,4
5.67,0.210814511,0,0,0,SEDAN,1,M,B,6
1.12,0.210814511,0,0,0,SEDAN,3,F,D,4
1.2,0.788501027,0,0,0,SEDAN,3,F,B,6
1.38,0.306639288,0,0,0,STNWG,3,M,B,2
2.29,0.210814511,0,0,0,SEDAN,1,F,C,4
0.83,0.249144422,0,0,0,HBACK,3,F,C,4
1.16,0.758384668,0,0,0,HBACK,3,F,C,2
0.73,0.31211499,0,0,0,SEDAN,4,F,B,4
3.22,0.941820671,0,0,0,STNWG,3,F,E,5
1.9,0.366872006,0,0,0,SEDAN,1,F,D,1
1.79,0.602327173,0,0,0,STNWG,4,F,C,4
1.09,0.991101985,0,0,0,SEDAN,4,F,A,3
1.38,0.602327173,0,0,0,HBACK,2,F,B,2
2.56,0.309377139,0,0,0,UTE,2,F,C,3
1.5,0.013689254,0,0,0,SEDAN,2,F,C,5
1.08,0.985626283,0,0,0,HBACK,3,F,D,3
1.07,0.985626283,0,0,0,UTE,4,F,B,2
4.47,0.933607118,0,0,0,STNWG,1,F,E,1
1.51,0.013689254,0,0,0,HBACK,2,F,C,4
1.61,0.20807666,0,0,0,STNWG,4,M,D,6
1.8,0.791238878,0,0,0,STNWG,4,M,C,3
1.91,0.980150582,0,0,0,HBACK,3,F,E,3
2.75,0.306639288,0,0,0,SEDAN,1,M,C,2
1.36,0.999315537,0,0,0,HBACK,2,F,B,6
1.53,0.41615332,0,0,0,STNWG,4,M,C,5
0.82,0.925393566,0,0,0,SEDAN,4,F,C,1
7.02,0.054757016,0,0,0,STNWG,1,M,E,3
1.76,0.019164956,0,0,0,SEDAN,2,M,C,2
0.21,0.309377139,0,0,0,HBACK,4,M,E,6
1.43,0.309377139,0,0,0,HBACK,1,F,E,3
2.78,0.741957563,0,0,0,SEDAN,1,M,C,4
1.07,0.284736482,0,0,0,SEDAN,3,M,C,3
2.36,0.750171116,0,0,0,STNWG,3,M,C,3
1.28,0.309377139,0,0,0,HBACK,1,F,C,3
1.67,0.750171116,0,0,0,SEDAN,2,F,C,4
1.73,0.306639288,0,0,0,HBACK,1,F,E,1
1.48,0.235455168,0,0,0,STNWG,4,M,C,4
2.02,0.306639288,0,0,0,SEDAN,1,F,C,3
1.51,0.988364134,1,1,1271.019997,SEDAN,3,F,B,2
1.42,0.925393566,0,0,0,STNWG,4,F,A,3
3.39,0.999315537,0,0,0,STNWG,2,M,A,2
1.19,0.944558522,0,0,0,STNWG,4,F,C,2
1.74,0.744695414,0,0,0,HBACK,2,F,D,4
1.399,0.925393566,0,0,0,HBACK,1,M,E,4
3.9,0.925393566,0,0,0,STNWG,2,M,E,3
2.7,0.405201917,0,0,0,SEDAN,2,F,C,1
0.47,0.010951403,0,0,0,HBACK,4,F,B,3
2.51,0.687200548,0,0,0,STNWG,2,M,C,5
4.3785,0.999315537,0,0,0,UTE,1,F,F,4
0.44,0.687200548,0,0,0,STNWG,4,F,E,4
1.35,0.298425736,0,0,0,SEDAN,3,F,D,3
1.81,0.947296372,0,0,0,STNWG,4,M,D,3
2.48,0.687200548,1,1,358.5899997,STNWG,2,F,B,3
2.64,0.684462697,0,0,0,UTE,2,M,F,2
2.74,0.041067762,0,0,0,STNWG,1,F,C,3
1.92,0.97467488,0,0,0,STNWG,4,F,C,5
0.39,0.024640657,0,0,0,SEDAN,4,F,E,3
7.52,0.97467488,0,0,0,SEDAN,1,F,A,4
1.26,0.030116359,0,0,0,STNWG,3,F,E,4
2.38,0.720054757,1,1,734.1899986,STNWG,2,F,D,2
0.96,0.97467488,0,0,0,SEDAN,4,M,A,4
5.59,0.922655715,1,1,367.7299995,STNWG,1,F,B,1
3.4,0.298425736,0,0,0,STNWG,2,M,C,1
2.58,0.97467488,0,0,0,HDTOP,1,F,C,4
1.28,0.922655715,0,0,0,TRUCK,3,M,A,4
4.67,0.517453799,0,0,0,STNWG,1,M,A,3
3.61,0.008213552,0,0,0,UTE,1,M,C,3
0.5,0.298425736,0,0,0,STNWG,4,M,A,2
9.43,0.298425736,0,0,0,SEDAN,3,M,A,3
1.01,0.314852841,0,0,0,STNWG,4,M,C,1
1.51,0.717316906,0,0,0,STNWG,3,F,F,4
5.37,0.167008898,0,0,0,SEDAN,2,F,C,3
1.54,0.698151951,0,0,0,SEDAN,4,M,A,5
3.05,0.588637919,0,0,0,STNWG,3,F,C,2
1.12,0.109514032,0,0,0,UTE,3,M,D,5
1.15,0.684462697,0,0,0,SEDAN,3,F,B,6
4.399,0.145106092,0,0,0,STNWG,1,M,D,5
1.09,0.553045859,0,0,0,HBACK,3,F,A,5
1.2,0.684462697,0,0,0,HBACK,2,F,D,6
1.56,0.684462697,0,0,0,HBACK,2,F,C,3
1.74,0.314852841,0,0,0,HBACK,2,M,C,5
0.74,0.145106092,0,0,0,SEDAN,4,F,D,5
1.39,0.684462697,0,0,0,SEDAN,3,M,C,6
0.38,0.147843943,0,0,0,HBACK,4,F,D,4
1.31,0.314852841,0,0,0,SEDAN,3,F,C,4
0.39,0.101300479,0,0,0,SEDAN,4,M,D,6
4.27,0.049281314,0,0,0,STNWG,2,M,B,1
1.56,0.741957563,0,0,0,SEDAN,2,F,C,3
1.47,0.301163587,0,0,0,HBACK,3,M,A,2
0.54,0.692676249,0,0,0,HBACK,4,F,D,6
0.44,0.596851472,0,0,0,SEDAN,4,M,D,5
1.88,0.684462697,0,0,0,HBACK,2,F,C,5
1.04,0.684462697,0,0,0,HBACK,2,F,C,1
1.11,0.027378508,0,0,0,SEDAN,4,F,E,2
1.95,0.314852841,0,0,0,SEDAN,2,F,D,2
1.559,0.703627652,0,0,0,HBACK,1,F,A,1
2.09,0.295687885,0,0,0,SEDAN,2,F,B,5
1.21,0.150581793,0,0,0,SEDAN,3,F,B,2
0.6,0.268309377,0,0,0,HBACK,4,F,D,4
1.88,0.971937029,0,0,0,STNWG,3,M,A,3
1.29,0.599589322,0,0,0,SEDAN,3,M,E,1
1.32,0.971937029,1,1,200,HBACK,2,F,B,2
2.09,0.596851472,0,0,0,HBACK,2,M,C,4
1.7,0.027378508,0,0,0,HBACK,2,F,C,5
2.49,0.027378508,0,0,0,SEDAN,2,F,C,6
0.88,0.971937029,0,0,0,STNWG,4,F,C,3
1.17,0.971937029,0,0,0,SEDAN,4,F,A,4
0.38,0.741957563,0,0,0,SEDAN,4,F,C,3
1.25,0.295687885,0,0,0,SEDAN,3,F,C,5
1.6,0.741957563,0,0,0,HDTOP,3,F,A,2
1.93,0.741957563,0,0,0,SEDAN,2,M,A,5
3.1,0.950034223,0,0,0,STNWG,3,M,A,3
0.71,0.364134155,0,0,0,SEDAN,4,F,A,2
1.92,0.049281314,0,0,0,UTE,1,M,A,3
1.2,0.032854209,0,0,0,HBACK,1,M,C,4
4.2,0.205338809,0,0,0,STNWG,2,M,D,4
1.68,0.093086927,0,0,0,HBACK,1,F,B,2
0.45,0.205338809,0,0,0,SEDAN,4,F,C,6
2.74,0.205338809,0,0,0,STNWG,1,F,C,3
3.5,0.914442163,1,1,6499.62999,STNWG,2,F,F,3
1.49,0.161533196,0,0,0,SEDAN,3,M,E,4
2.19,0.898015058,0,0,0,STNWG,2,F,A,3
2.2,0.739219713,0,0,0,SEDAN,2,F,A,5
0.73,0.703627652,0,0,0,SEDAN,4,M,A,6
1.51,0.914442163,0,0,0,HBACK,3,F,B,5
3.99,0.914442163,0,0,0,STNWG,1,M,E,3
1.37,0.257357974,0,0,0,SEDAN,3,F,D,4
1.31,0.292950034,0,0,0,SEDAN,2,F,B,1
0.7,0.739219713,0,0,0,STNWG,4,F,E,5
1.28,0.733744011,0,0,0,HBACK,2,M,A,2
2.64,0.911704312,0,0,0,UTE,3,M,E,1
1.45,0.492813142,0,0,0,SEDAN,2,F,D,5
1.54,0.114989733,0,0,0,TRUCK,3,M,E,3
1.17,0.709103354,0,0,0,HBACK,2,M,A,3
1.1,0.380561259,0,0,0,HBACK,4,F,E,5
3.52,0.301163587,0,0,0,SEDAN,1,F,C,6
1.5,0.202600958,0,0,0,SEDAN,2,F,C,2
1.73,0.914442163,0,0,0,HBACK,1,F,A,1
2.47,0.301163587,0,0,0,SEDAN,1,M,A,1
1.24,0.202600958,0,0,0,STNWG,4,F,B,3
1.74,0.796714579,0,0,0,HBACK,3,F,A,4
0.46,0.202600958,0,0,0,HBACK,4,F,D,6
1,0.202600958,0,0,0,SEDAN,4,F,D,6
1.25,0.796714579,0,0,0,UTE,4,F,D,4
1.71,0.736481862,0,0,0,HBACK,1,F,E,6
1,0.369609856,0,0,0,HBACK,3,F,C,4
2.15,0.673511294,0,0,0,SEDAN,2,F,C,4
0.82,0.908966461,0,0,0,HBACK,4,F,C,2
1.87,0.673511294,0,0,0,STNWG,4,F,C,5
1.86,0.752908967,0,0,0,SEDAN,2,M,C,5
0.93,0.911704312,0,0,0,SEDAN,3,F,F,4
1.06,0.585900068,0,0,0,HBACK,3,F,C,1
1.84,0.673511294,0,0,0,HBACK,2,F,A,2
0.66,0.635181383,0,0,0,HBACK,4,F,E,3
2.3,0.339493498,0,0,0,STNWG,4,M,D,1
2.43,0.911704312,0,0,0,SEDAN,1,M,D,1
1.22,0.670773443,0,0,0,HBACK,3,F,A,1
1.3,0.996577687,1,1,200,HBACK,2,F,A,3
1.07,0.27926078,1,1,390,SEDAN,3,F,D,2
0.91,0.290212183,0,0,0,SEDAN,4,F,B,2
2.18,0.709103354,0,0,0,SEDAN,2,M,D,4
1.83,0.714579055,0,0,0,STNWG,3,F,C,2
1.18,0.268309377,0,0,0,SEDAN,3,M,A,3
1.8,0.720054757,0,0,0,STNWG,2,F,B,2
0.73,0.052019165,0,0,0,HBACK,4,F,A,6
1.87,0.982888433,0,0,0,HBACK,2,F,C,5
1.61,0.287474333,0,0,0,SEDAN,2,M,A,1
0.71,0.681724846,0,0,0,HBACK,4,F,B,6
1.16,0.323066393,0,0,0,SEDAN,4,M,D,3
1.71,0.583162218,0,0,0,SEDAN,2,F,B,3
5.37,0.676249144,0,0,0,SEDAN,2,M,A,4
1.18,0.919917865,0,0,0,SEDAN,3,F,C,1
0.44,0.224503765,0,0,0,TRUCK,4,M,D,5
2.27,0.908966461,0,0,0,TRUCK,3,M,B,2
0.69,0.681724846,0,0,0,TRUCK,4,M,C,4
0.43,0.681724846,0,0,0,HBACK,4,F,F,3
4.54,0.317590691,0,0,0,STNWG,1,F,B,4
1.62,0.681724846,0,0,0,SEDAN,2,M,D,4
4.59,0.999315537,1,1,701.54,STNWG,2,M,A,4
1.36,0.142368241,0,0,0,HBACK,2,F,C,3
1.51,0.561259411,0,0,0,SEDAN,2,F,D,2
1.43,0.265571526,0,0,0,SEDAN,2,M,B,4
0.55,0.394250513,0,0,0,UTE,4,M,D,3
1.6,0.963723477,0,0,0,STNWG,3,F,B,5
2.79,0.999315537,0,0,0,STNWG,1,F,C,4
1.97,0.969199179,0,0,0,SEDAN,2,F,B,4
0.96,0.969199179,0,0,0,HBACK,4,M,E,6
3.099,0.982888433,0,0,0,SEDAN,1,M,E,6
1.68,0.966461328,0,0,0,SEDAN,3,M,C,6
4.33,0.235455168,0,0,0,STNWG,1,M,E,4
2.66,0.982888433,1,1,758.3799992,SEDAN,1,F,A,3
0.43,0.969199179,0,0,0,SEDAN,4,F,A,4
3.85,0.594113621,0,0,0,SEDAN,3,F,C,5
0.96,0.966461328,0,0,0,SEDAN,4,F,B,5
3.71,0.963723477,0,0,0,STNWG,3,M,C,3
5.81,0.084873374,0,0,0,STNWG,2,M,D,4
1.16,0.969199179,1,1,962.0499992,SEDAN,3,F,A,5
1.85,0.982888433,0,0,0,SEDAN,1,F,E,1
1.6,0.966461328,0,0,0,SEDAN,2,M,C,1
1.48,0.394250513,0,0,0,SEDAN,2,F,B,2
1.33,0.328542095,0,0,0,HBACK,3,F,C,6
2.77,0.284736482,0,0,0,HBACK,1,F,E,1
0.86,0.991101985,0,0,0,HBACK,3,M,C,2
0.46,0.999315537,0,0,0,UTE,4,M,C,3
3.2,0.005475702,0,0,0,STNWG,2,F,D,5
1.56,0.670773443,0,0,0,SEDAN,2,F,B,1
1.37,0.993839836,0,0,0,STNWG,4,F,A,3
1.55,0.900752909,0,0,0,HDTOP,4,M,E,2
0.75,0.292950034,0,0,0,SEDAN,4,F,A,6
2.41,0.97467488,0,0,0,STNWG,3,M,A,2
0.71,0.005475702,0,0,0,SEDAN,4,F,B,2
1.65,0.249144422,0,0,0,HBACK,2,F,A,3
2.11,0.106776181,0,0,0,SEDAN,1,M,B,1
2.34,0.413415469,0,0,0,STNWG,3,M,A,2
2.31,0.325804244,0,0,0,STNWG,4,M,C,3
1.2,0.673511294,0,0,0,HBACK,2,F,A,6
0.51,0.673511294,0,0,0,HBACK,4,F,A,2
1.73,0.673511294,0,0,0,STNWG,2,M,E,5
0.79,0.287474333,0,0,0,SEDAN,4,F,E,3
1.15,0.8678987,0,0,0,STNWG,3,F,C,4
1.85,0.906228611,0,0,0,HBACK,2,F,E,3
1.76,0.960985626,1,1,294.5499995,HBACK,2,F,D,6
1.56,0.960985626,0,0,0,SEDAN,2,F,D,5
0.82,0.960985626,0,0,0,UTE,4,M,B,2
0.37,0.960985626,0,0,0,SEDAN,4,F,D,3
1.01,0.960985626,0,0,0,SEDAN,3,F,A,4
1.3,0.038329911,0,0,0,UTE,4,M,E,3
0.72,0.980150582,0,0,0,SEDAN,4,M,C,3
0.5,0.960985626,0,0,0,HBACK,4,F,B,2
3.15,0.407939767,1,1,6407.949982,STNWG,3,M,D,1
1.79,0.876112252,0,0,0,STNWG,4,M,F,2
1.25,0.287474333,0,0,0,HBACK,2,F,C,1
1.77,0.309377139,0,0,0,SEDAN,1,M,A,2
1.22,0.999315537,0,0,0,HBACK,3,F,C,4
1.01,0.331279945,0,0,0,SEDAN,4,F,A,3
3.44,0.59137577,0,0,0,UTE,1,M,D,3
1.89,0.394250513,0,0,0,SEDAN,2,F,B,2
0.51,0.197125257,0,0,0,HBACK,4,M,C,5
2.16,0.977412731,0,0,0,STNWG,3,F,D,3
1.18,0.90349076,0,0,0,SEDAN,3,F,D,3
1.5,0.900752909,1,1,5095.439987,TRUCK,3,M,D,4
1.59,0.670773443,0,0,0,SEDAN,3,F,D,6
1.45,0.328542095,1,2,1275.219999,SEDAN,3,F,C,6
1.61,0.670773443,0,0,0,HDTOP,3,M,B,3
1.42,0.670773443,1,2,1955.789997,SEDAN,3,M,B,2
1.04,0.670773443,0,0,0,HBACK,2,M,E,2
0.54,0.670773443,0,0,0,HBACK,4,F,C,2
1.23,0.670773443,0,0,0,SEDAN,3,M,A,4
1.27,0.999315537,0,0,0,HDTOP,4,M,D,2
1.57,0.826830938,0,0,0,UTE,2,M,C,5
1.09,0.958247776,1,2,1497.699997,SEDAN,3,M,C,4
0.73,0.041067762,0,0,0,HBACK,4,F,D,4
1.01,0.958247776,0,0,0,SEDAN,3,M,A,5
1.26,0.958247776,0,0,0,HBACK,3,F,D,6
1.52,0.041067762,0,0,0,SEDAN,3,F,B,2
0.83,0.725530459,0,0,0,HBACK,3,F,C,3
1.74,0.725530459,0,0,0,HBACK,2,F,A,5
1.62,0.440793977,0,0,0,SEDAN,3,M,B,4
4.349,0.90349076,0,0,0,UTE,1,M,D,2
0.76,0.725530459,0,0,0,HBACK,3,M,C,3
0.81,0.287474333,0,0,0,STNWG,4,M,A,2
1.57,0.90349076,0,0,0,HBACK,2,F,C,4
1.83,0.665297741,0,0,0,SEDAN,1,F,D,5
1.74,0.728268309,0,0,0,STNWG,3,M,B,5
1.46,0.991101985,0,0,0,SEDAN,2,F,C,2
2.37,0.596851472,0,0,0,SEDAN,1,M,C,3
1.81,0.098562628,0,0,0,SEDAN,1,F,A,4
1.73,0.147843943,1,1,9002.539948,HBACK,2,F,C,4
0.75,0.287474333,0,0,0,SEDAN,4,M,D,2
1.76,0.27926078,0,0,0,HBACK,1,F,C,5
0.96,0.720054757,0,0,0,HBACK,3,F,F,1
2.75,0.199863108,0,0,0,STNWG,1,M,D,6
1.96,0.199863108,0,0,0,STNWG,1,M,D,6
3.7,0.194387406,0,0,0,STNWG,2,M,F,4
1.92,0.197125257,0,0,0,STNWG,3,F,A,3
1.37,0.804928131,0,0,0,SEDAN,3,F,B,4
2.39,0.101300479,0,0,0,STNWG,2,F,D,1
0.78,0.199863108,0,0,0,UTE,4,M,D,4
1.85,0.197125257,0,0,0,SEDAN,1,F,E,5
1.77,0.804928131,0,0,0,STNWG,4,M,F,5
0.68,0.197125257,0,0,0,HBACK,3,F,E,4
1.75,0.197125257,0,0,0,SEDAN,2,F,D,3
2.59,0.197125257,0,0,0,HBACK,1,M,A,3
0.98,0.199863108,0,0,0,UTE,4,M,D,3
0.39,0.197125257,0,0,0,HBACK,4,F,A,6
1.5,0.101300479,0,0,0,SEDAN,3,F,B,3
1.51,0.97467488,0,0,0,SEDAN,3,F,B,4
1.3,0.199863108,0,0,0,SEDAN,2,F,A,3
1.55,0.79945243,0,0,0,SEDAN,3,F,C,5
0.81,0.194387406,0,0,0,SEDAN,3,F,B,5
2.67,0.665297741,1,1,200,SEDAN,1,M,C,3
2.52,0.024640657,0,0,0,UTE,3,M,A,1
3.83,0.750171116,1,1,554.5499992,STNWG,2,F,F,3
2.49,0.199863108,0,0,0,STNWG,3,F,D,2
3.92,0.273785079,0,0,0,UTE,1,F,C,4
1.03,0.665297741,0,0,0,HBACK,2,F,C,1
1.28,0.101300479,0,0,0,STNWG,4,M,F,2
0.47,0.380561259,0,0,0,SEDAN,4,F,A,2
1.33,0.958247776,1,1,5284.969986,HBACK,1,F,C,4
0.39,0.722792608,0,0,0,SEDAN,4,F,C,6
2.77,0.596851472,0,0,0,STNWG,1,F,C,1
1.19,0.583162218,0,0,0,SEDAN,3,F,D,1
5.633,0.596851472,0,0,0,STNWG,1,M,A,1
1.66,0.971937029,0,0,0,HBACK,2,F,C,3
1.26,0.008213552,0,0,0,HBACK,1,F,A,4
0.49,0.449007529,0,0,0,HBACK,4,F,A,5
0.71,0.191649555,0,0,0,SEDAN,4,F,C,5
1.97,0.191649555,0,0,0,SEDAN,2,F,C,5
0.99,0.191649555,0,0,0,SEDAN,4,M,B,3
0.46,0.807665982,0,0,0,SEDAN,4,M,A,6
4.16,0.164271047,0,0,0,STNWG,1,M,D,4
3.144,0.262833676,0,0,0,STNWG,1,F,B,1
2.28,0.991101985,1,1,353.77,SEDAN,2,F,B,3
2.11,0.167008898,0,0,0,UTE,3,M,C,3
1.74,0.194387406,0,0,0,HBACK,2,F,F,3
0.95,0.402464066,0,0,0,SEDAN,3,M,D,2
2.77,0.402464066,0,0,0,STNWG,3,F,A,3
1.33,0.971937029,0,0,0,HBACK,1,F,A,1
1.02,0.027378508,0,0,0,SEDAN,3,M,E,3
0.7,0.098562628,0,0,0,SEDAN,4,F,A,5
3.29,0.410677618,0,0,0,STNWG,2,F,D,3
1.3,0.098562628,0,0,0,HBACK,3,F,C,3
1.38,0.402464066,0,0,0,STNWG,4,M,C,3
1.31,0.895277207,0,0,0,HBACK,1,F,C,4
1.7,0.098562628,0,0,0,UTE,4,F,D,4
0.43,0.895277207,0,0,0,HBACK,4,F,B,5
1.12,0.273785079,0,0,0,HBACK,2,F,C,1
0.74,0.024640657,0,0,0,HBACK,4,M,C,3
1.27,0.128678987,0,0,0,SEDAN,4,M,A,4
1.98,0.027378508,0,0,0,UTE,3,M,D,1
